#Creative ID,Buyer account name,Day,Country,Bids,Reached queries,Bids in auction,Auctions won
90371,Tuky Data Research Ltd.,12/2/25,United States,374,49,302,55
90372,Tuky Data Research Ltd.,12/2/25,United States,365,42,292,48
90373,Tuky Data Research Ltd.,12/2/25,United States,202,24,190,29
90374,Tuky Data Research Ltd.,12/2/25,United States,194,21,117,24
90375,Tuky Data Research Ltd.,12/2/25,United States,379,45,311,49
90376,Tuky Data Research Ltd.,12/2/25,United States,359,43,287,49
90377,Tuky Data Research Ltd.,12/2/25,United States,356,33,296,38
90378,Tuky Data Research Ltd.,12/2/25,United States,172,34,158,40
90379,Tuky Data Research Ltd.,12/2/25,United States,187,28,113,33
90380,Tuky Data Research Ltd.,12/2/25,United States,394,52,319,51
90381,Tuky Data Research Ltd.,12/2/25,United States,441,72,359,72
90382,Tuky Data Research Ltd.,12/2/25,United States,200,25,188,27
90383,Tuky Data Research Ltd.,12/2/25,United States,200,24,124,27
90384,Tuky Data Research Ltd.,12/2/25,United States,388,66,313,69
90385,Tuky Data Research Ltd.,12/2/25,United States,233,29,139,34
90386,Tuky Data Research Ltd.,12/2/25,United States,413,69,320,66
90387,Tuky Data Research Ltd.,12/2/25,United States,415,62,240,64
90388,Tuky Data Research Ltd.,12/2/25,United States,206,34,184,38
90389,Tuky Data Research Ltd.,12/2/25,United States,423,64,348,67
90390,Tuky Data Research Ltd.,12/2/25,United States,226,34,218,36
90391,Tuky Data Research Ltd.,12/2/25,United States,385,57,320,61
90392,Tuky Data Research Ltd.,12/2/25,United States,444,72,364,74
90393,Tuky Data Research Ltd.,12/2/25,United States,415,65,341,64
90394,Tuky Data Research Ltd.,12/2/25,United States,388,57,336,63
90395,Tuky Data Research Ltd.,12/2/25,United States,408,61,321,65
90396,Tuky Data Research Ltd.,12/2/25,United States,373,52,254,57
90397,Tuky Data Research Ltd.,12/2/25,United States,392,59,314,61
90398,Tuky Data Research Ltd.,12/2/25,United States,1,0,0,0
90399,Tuky Data Research Ltd.,12/2/25,United States,1,0,1,0
90400,Tuky Data Research Ltd.,12/2/25,United States,3,0,0,0
90402,Tuky Data Research Ltd.,12/2/25,United States,4,0,0,0
90412,Tuky Data Research Ltd.,12/2/25,United States,2,0,0,0
90414,Tuky Data Research Ltd.,12/2/25,United States,2,0,2,0
90416,Tuky Data Research Ltd.,12/2/25,United States,4,2,4,1
90417,Tuky Data Research Ltd.,12/2/25,United States,1,0,0,0
90418,Tuky Data Research Ltd.,12/2/25,United States,6,6,6,4
90419,Tuky Data Research Ltd.,12/2/25,United States,1,0,0,0
90420,Tuky Data Research Ltd.,12/2/25,United States,2,3,2,2
90421,Tuky Data Research Ltd.,12/2/25,United States,2,0,0,0
90422,Tuky Data Research Ltd.,12/2/25,United States,1,1,1,1
90423,Tuky Data Research Ltd.,12/2/25,United States,3,0,0,0
90424,Tuky Data Research Ltd.,12/2/25,United States,1,0,1,0
90425,Tuky Data Research Ltd.,12/2/25,United States,3,0,0,0
90426,Tuky Data Research Ltd.,12/2/25,United States,2,1,2,1
90427,Tuky Data Research Ltd.,12/2/25,United States,3,1,3,1
90429,Tuky Data Research Ltd.,12/2/25,United States,1,0,1,0
90431,Tuky Data Research Ltd.,12/2/25,United States,1,1,1,1
90432,Tuky Data Research Ltd.,12/2/25,United States,3,1,3,1
90433,Tuky Data Research Ltd.,12/2/25,United States,1,1,1,1
90434,Tuky Data Research Ltd.,12/2/25,United States,2,0,0,0
90435,Tuky Data Research Ltd.,12/2/25,United States,3,2,3,2
90436,Tuky Data Research Ltd.,12/2/25,United States,164442,4317,129801,5166
90447,Tuky Data Research Ltd.,12/2/25,United States,164635,4416,129821,5229
90458,Tuky Data Research Ltd.,12/2/25,United States,171577,6987,134815,7314
90462,Tuky Data Research Ltd.,12/2/25,United States,97020,3988,57610,4777
90463,Tuky Data Research Ltd.,12/2/25,United States,171640,6846,134737,7280
90464,Tuky Data Research Ltd.,12/2/25,United States,171444,6149,98903,6638
90466,Tuky Data Research Ltd.,12/2/25,United States,172025,6974,134594,7323
90468,Tuky Data Research Ltd.,12/2/25,United States,172135,6803,134892,7284
90469,Tuky Data Research Ltd.,12/2/25,United States,171510,6710,133375,7142
90470,Tuky Data Research Ltd.,12/2/25,United States,171725,6714,134750,7124
92791,Tuky Data Research Ltd.,12/2/25,Canada,2188,319,1643,321
93490,Tuky Data Research Ltd.,12/2/25,Japan,2882,397,2752,348
93490,Tuky Data Research Ltd.,12/2/25,Philippines,559,166,537,157
93490,Tuky Data Research Ltd.,12/2/25,South Korea,553,151,516,119
93494,Tuky Data Research Ltd.,12/2/25,Japan,2891,412,2795,346
93494,Tuky Data Research Ltd.,12/2/25,Philippines,536,152,515,154
93494,Tuky Data Research Ltd.,12/2/25,South Korea,505,150,480,111
93495,Tuky Data Research Ltd.,12/2/25,Japan,2952,406,2848,348
93495,Tuky Data Research Ltd.,12/2/25,Philippines,540,205,519,196
93495,Tuky Data Research Ltd.,12/2/25,South Korea,524,155,487,114
93496,Tuky Data Research Ltd.,12/2/25,Japan,3017,397,2642,347
93496,Tuky Data Research Ltd.,12/2/25,Philippines,537,155,373,148
93496,Tuky Data Research Ltd.,12/2/25,South Korea,538,164,496,118
93498,Tuky Data Research Ltd.,12/2/25,Japan,2953,393,2819,336
93498,Tuky Data Research Ltd.,12/2/25,Philippines,519,160,500,167
93498,Tuky Data Research Ltd.,12/2/25,South Korea,536,155,488,113
95933,Tuky Data Research Ltd.,12/2/25,India,57601,18700,54905,20176
95955,Tuky Data Research Ltd.,12/2/25,India,49058,16512,46829,17929
95956,Tuky Data Research Ltd.,12/2/25,India,57374,19014,54800,20544
96105,Tuky Data Research Ltd.,12/2/25,India,72918,19093,52881,18078
96106,Tuky Data Research Ltd.,12/2/25,India,72248,18820,52283,17952
96107,Tuky Data Research Ltd.,12/2/25,India,72427,22347,68544,22494
96109,Tuky Data Research Ltd.,12/2/25,India,57419,18601,54803,20075
96110,Tuky Data Research Ltd.,12/2/25,India,57521,18694,54825,20220
96111,Tuky Data Research Ltd.,12/2/25,India,49609,16885,47289,18334
96369,Tuky Data Research Ltd.,12/2/25,United States,15872,5615,15872,5611
97342,Tuky Data Research Ltd.,12/2/25,Saudi Arabia,2,0,2,0
97343,Tuky Data Research Ltd.,12/2/25,Saudi Arabia,2,0,0,0
97344,Tuky Data Research Ltd.,12/2/25,Saudi Arabia,1,0,0,0
97345,Tuky Data Research Ltd.,12/2/25,Saudi Arabia,1,0,1,0
97346,Tuky Data Research Ltd.,12/2/25,Saudi Arabia,2,1,2,1
98934,Tuky Data Research Ltd.,12/2/25,India,57558,18566,54826,20058
98935,Tuky Data Research Ltd.,12/2/25,India,49173,16531,46739,17863
98936,Tuky Data Research Ltd.,12/2/25,India,57188,18786,54669,20309
98937,Tuky Data Research Ltd.,12/2/25,India,57050,18399,54423,19979
98938,Tuky Data Research Ltd.,12/2/25,India,57579,18743,54878,20307
98939,Tuky Data Research Ltd.,12/2/25,India,72240,18563,52158,17767
98941,Tuky Data Research Ltd.,12/2/25,India,72724,18979,52777,17920
98943,Tuky Data Research Ltd.,12/2/25,India,72760,19174,52534,18269
98944,Tuky Data Research Ltd.,12/2/25,India,72298,19000,45636,17978
98945,Tuky Data Research Ltd.,12/2/25,India,60479,15569,42008,15056
98946,Tuky Data Research Ltd.,12/2/25,India,71933,18815,51950,17900
98947,Tuky Data Research Ltd.,12/2/25,India,72798,18955,52487,17961
98948,Tuky Data Research Ltd.,12/2/25,India,72444,18728,52355,17752
99149,Tuky Data Research Ltd.,12/2/25,India,143113,132866,142824,135527
99152,Tuky Data Research Ltd.,12/2/25,India,140418,9120,130771,10036
99153,Tuky Data Research Ltd.,12/2/25,India,108118,7016,99674,7669
99154,Tuky Data Research Ltd.,12/2/25,India,139828,9132,130421,10141
99155,Tuky Data Research Ltd.,12/2/25,India,147484,20033,138190,19699
99156,Tuky Data Research Ltd.,12/2/25,India,146602,20093,137298,19754
99171,Tuky Data Research Ltd.,12/2/25,India,30523,24909,30500,23542
99873,Tuky Data Research Ltd.,12/2/25,India,1,1,1,1
99904,Tuky Data Research Ltd.,12/2/25,Peru,1,0,0,0
99928,Tuky Data Research Ltd.,12/2/25,Peru,208,79,208,79
99929,Tuky Data Research Ltd.,12/2/25,Peru,186,80,186,80
99930,Tuky Data Research Ltd.,12/2/25,Peru,195,87,195,87
