#Day,Billing ID,Creative ID,Creative size,Creative format,Country,Publisher ID,Publisher domain,Mobile app ID,Mobile app name,Reached queries,Impressions,Clicks,Spend (buyer currency)
12/15/25,165882941410,207565722_274436163_banner_intertpl_7984,304x497,Display,Vietnam,AdMob + AdSense,mbappgiwwg33nfz4w633tmvsq8888.com,com.yoosee,Yoosee,2,2,0,US$0.00
